equipmentId;timestamp;value
EQ-18;2023-07-24T13:03:40.000-05:00;39.89
EQ-26;2023-09-02T12:21:38.000-05:00;28.94
EQ-24;2024-08-29T23:19:10.000-05:00;39.82
EQ-96;2024-01-16T07:42:05.000-05:00;36.47
EQ-36;2024-05-26T19:58:04.000-05:00;22.04
EQ-45;2024-06-30T16:32:54.000-05:00;32.15
EQ-04;2024-08-23T01:28:56.000-05:00;20.49
EQ-40;2023-03-17T05:56:24.000-05:00;26.79
EQ-26;2024-04-16T16:22:41.000-05:00;20.83
EQ-42;2023-12-05T13:55:32.000-05:00;21.48
EQ-16;2023-03-19T13:10:36.000-05:00;22.6
EQ-83;2024-07-10T04:59:08.000-05:00;38.74
EQ-81;2024-05-05T12:34:25.000-05:00;36.37
EQ-66;2023-06-10T13:29:15.000-05:00;34.0
EQ-56;2024-08-23T08:47:50.000-05:00;34.97
EQ-62;2023-04-25T10:18:46.000-05:00;22.38
EQ-83;2024-01-03T05:23:12.000-05:00;29.42
EQ-22;2023-09-03T06:39:24.000-05:00;26.28
EQ-92;2023-11-15T03:04:40.000-05:00;32.89
EQ-12;2024-09-09T05:56:04.000-05:00;27.42
EQ-30;2024-04-24T12:58:34.000-05:00;39.2
EQ-76;2023-11-19T08:40:44.000-05:00;29.14
EQ-72;2023-11-14T15:44:58.000-05:00;29.58
EQ-45;2023-12-01T08:21:53.000-05:00;31.99
EQ-10;2024-06-25T13:46:48.000-05:00;28.45
EQ-32;2023-08-08T01:47:51.000-05:00;29.69
EQ-19;2024-04-17T07:53:42.000-05:00;24.45
EQ-54;2023-02-23T02:41:27.000-05:00;33.48
EQ-98;2023-02-10T23:44:10.000-05:00;34.11
EQ-89;2024-06-21T15:50:00.000-05:00;28.69
EQ-02;2024-02-21T22:54:23.000-05:00;33.6
EQ-38;2024-03-19T04:30:06.000-05:00;23.35
EQ-24;2023-03-18T13:04:40.000-05:00;36.51
EQ-98;2024-09-26T05:41:57.000-05:00;36.09
EQ-16;2023-11-02T22:12:27.000-05:00;38.17
EQ-76;2023-06-25T00:47:46.000-05:00;38.8
EQ-54;2023-02-22T18:22:54.000-05:00;36.87
EQ-03;2024-02-28T04:39:57.000-05:00;26.17
EQ-88;2023-07-26T18:55:59.000-05:00;32.59
EQ-10;2023-04-27T16:09:35.000-05:00;23.68
EQ-33;2024-09-26T12:54:51.000-05:00;29.49
EQ-39;2024-04-09T11:51:17.000-05:00;31.64
EQ-09;2024-06-01T22:58:21.000-05:00;26.44
EQ-27;2023-05-27T15:40:50.000-05:00;27.9
EQ-30;2024-04-20T11:17:07.000-05:00;39.48
EQ-69;2024-03-01T19:13:14.000-05:00;27.15
EQ-73;2023-03-28T23:57:12.000-05:00;36.72
EQ-88;2023-05-02T01:25:11.000-05:00;21.52
EQ-03;2023-09-08T12:39:46.000-05:00;26.71
EQ-55;2023-11-13T23:23:39.000-05:00;34.03
EQ-10;2023-08-20T21:17:26.000-05:00;35.97
EQ-64;2023-06-20T19:02:18.000-05:00;26.42
EQ-44;2024-08-13T00:04:56.000-05:00;22.42
EQ-42;2023-04-26T01:47:06.000-05:00;30.68
EQ-14;2024-04-26T15:28:46.000-05:00;24.83
EQ-61;2024-08-25T03:12:07.000-05:00;31.99
EQ-28;2024-03-07T02:14:54.000-05:00;37.34
EQ-14;2023-11-22T04:14:51.000-05:00;31.26
EQ-77;2023-09-30T18:36:49.000-05:00;38.49
EQ-87;2024-03-13T10:29:28.000-05:00;37.52
EQ-53;2023-08-30T19:34:26.000-05:00;36.56
EQ-62;2024-09-25T13:41:38.000-05:00;29.96
EQ-18;2023-09-26T08:57:29.000-05:00;22.37
EQ-64;2024-05-14T05:35:40.000-05:00;30.28
EQ-03;2024-04-12T02:25:27.000-05:00;35.28
EQ-17;2023-08-29T15:10:40.000-05:00;31.28
EQ-11;2024-07-23T07:19:29.000-05:00;27.11
EQ-47;2024-01-17T11:00:43.000-05:00;28.12
EQ-08;2024-09-16T09:44:12.000-05:00;28.0
EQ-70;2024-02-27T17:17:19.000-05:00;37.93
EQ-61;2024-05-25T22:49:01.000-05:00;36.87
EQ-81;2023-04-20T19:30:20.000-05:00;24.56
EQ-49;2023-12-26T00:49:52.000-05:00;23.89
EQ-69;2024-05-31T06:18:48.000-05:00;24.32
EQ-85;2023-10-25T07:20:38.000-05:00;20.92
EQ-23;2024-05-31T11:58:00.000-05:00;36.84
EQ-42;2024-06-17T23:55:55.000-05:00;21.64
EQ-20;2023-11-26T10:33:26.000-05:00;27.86
EQ-71;2023-02-05T19:24:52.000-05:00;21.94
EQ-42;2024-02-16T03:27:39.000-05:00;36.81
EQ-39;2024-01-06T12:33:59.000-05:00;31.17
EQ-72;2024-09-01T09:42:12.000-05:00;29.55
EQ-35;2024-01-14T04:37:51.000-05:00;24.65
EQ-40;2023-01-17T09:59:52.000-05:00;20.45
EQ-79;2024-07-18T08:56:03.000-05:00;38.16
EQ-90;2024-07-15T00:46:17.000-05:00;29.83
EQ-42;2024-04-12T06:18:57.000-05:00;29.53
EQ-34;2024-08-26T12:38:08.000-05:00;32.58
EQ-84;2023-02-19T23:32:42.000-05:00;29.59
EQ-08;2023-02-21T00:42:08.000-05:00;20.65
EQ-66;2023-01-31T10:56:55.000-05:00;36.7
EQ-07;2024-08-06T03:03:11.000-05:00;31.03
EQ-93;2024-05-30T18:30:51.000-05:00;36.76
EQ-03;2024-04-09T12:33:43.000-05:00;38.67
EQ-85;2023-03-25T00:39:21.000-05:00;23.25
EQ-14;2024-05-01T13:25:10.000-05:00;36.5
EQ-09;2023-04-18T12:16:40.000-05:00;27.98
EQ-15;2023-11-02T20:24:52.000-05:00;25.65
EQ-88;2023-12-19T22:53:50.000-05:00;36.94
EQ-25;2023-04-16T03:13:26.000-05:00;21.55
EQ-80;2024-02-11T19:13:54.000-05:00;27.2
EQ-06;2023-09-21T18:52:26.000-05:00;27.29
EQ-43;2023-07-13T11:27:02.000-05:00;24.86
EQ-02;2023-07-20T10:29:31.000-05:00;21.95
EQ-13;2024-04-18T21:22:40.000-05:00;22.55
EQ-52;2023-05-23T22:13:23.000-05:00;36.35
EQ-37;2024-05-22T10:18:12.000-05:00;23.4
EQ-29;2023-12-30T16:15:13.000-05:00;24.25
EQ-34;2024-03-28T09:30:16.000-05:00;39.74
EQ-73;2024-01-04T01:49:31.000-05:00;39.98
EQ-46;2024-03-29T21:50:59.000-05:00;31.38
EQ-34;2023-09-12T08:13:10.000-05:00;29.41
EQ-26;2023-08-03T20:38:04.000-05:00;35.73
EQ-84;2023-02-11T18:04:28.000-05:00;23.58
EQ-66;2023-06-08T06:50:14.000-05:00;24.68
EQ-58;2023-09-25T09:29:56.000-05:00;33.26
EQ-74;2024-03-02T02:16:19.000-05:00;39.11
EQ-83;2023-05-22T11:41:38.000-05:00;39.23
EQ-87;2023-05-15T22:18:05.000-05:00;33.05
EQ-60;2024-06-19T02:31:19.000-05:00;38.17
EQ-14;2023-10-18T04:56:19.000-05:00;34.46
EQ-32;2024-04-19T22:51:52.000-05:00;25.86
EQ-38;2023-12-13T13:45:01.000-05:00;35.64
EQ-66;2024-01-29T22:12:16.000-05:00;36.19
EQ-07;2024-06-24T12:23:01.000-05:00;21.96
EQ-38;2023-06-01T04:50:58.000-05:00;21.98
EQ-20;2024-01-25T14:07:54.000-05:00;23.33
EQ-12;2023-11-14T19:41:01.000-05:00;26.85
EQ-73;2024-05-02T21:02:57.000-05:00;20.57
EQ-73;2023-03-06T00:26:01.000-05:00;33.1
EQ-44;2023-01-01T13:48:17.000-05:00;21.28
EQ-16;2024-08-07T06:36:58.000-05:00;20.94
EQ-84;2023-05-26T16:58:13.000-05:00;31.46
EQ-74;2023-05-08T16:58:23.000-05:00;21.5
EQ-70;2024-01-10T15:58:29.000-05:00;39.0
EQ-25;2023-03-28T10:17:24.000-05:00;31.46
EQ-13;2024-03-22T09:43:29.000-05:00;20.23
EQ-42;2024-02-16T10:28:58.000-05:00;23.34
EQ-10;2023-03-22T00:36:47.000-05:00;32.71
EQ-72;2024-04-06T07:55:50.000-05:00;30.31
EQ-51;2023-02-03T21:14:38.000-05:00;20.28
EQ-43;2024-01-05T21:57:53.000-05:00;33.55
EQ-24;2023-07-31T02:07:52.000-05:00;20.84
EQ-71;2024-04-27T20:17:43.000-05:00;20.26
EQ-66;2024-06-04T00:05:12.000-05:00;30.72
EQ-64;2024-06-21T05:26:54.000-05:00;33.01
EQ-95;2024-06-14T06:44:02.000-05:00;30.66
EQ-24;2023-10-29T02:16:25.000-05:00;36.68
EQ-64;2024-01-14T17:30:02.000-05:00;22.72
EQ-64;2024-01-19T08:55:13.000-05:00;31.96
EQ-09;2024-08-30T04:38:59.000-05:00;32.59
EQ-65;2024-04-18T16:40:25.000-05:00;33.32
EQ-66;2023-01-04T17:09:16.000-05:00;26.11
EQ-80;2024-05-27T05:14:55.000-05:00;31.45
EQ-86;2023-12-21T03:04:16.000-05:00;30.94
EQ-50;2024-03-31T08:23:16.000-05:00;23.27
EQ-40;2024-01-16T02:21:16.000-05:00;38.83
EQ-11;2024-05-21T23:21:56.000-05:00;27.34
EQ-48;2023-05-26T02:00:17.000-05:00;29.8
EQ-01;2024-03-22T13:12:45.000-05:00;21.85
EQ-56;2024-06-22T01:52:18.000-05:00;34.31
EQ-12;2023-07-09T22:14:45.000-05:00;34.7
EQ-12;2024-07-26T13:26:00.000-05:00;27.68
EQ-76;2024-02-14T20:54:19.000-05:00;23.92
EQ-51;2023-10-28T01:07:06.000-05:00;20.05
EQ-80;2024-07-12T10:45:45.000-05:00;31.5
EQ-16;2024-01-08T10:44:56.000-05:00;31.18
EQ-28;2024-02-02T01:50:15.000-05:00;32.21
EQ-17;2024-09-13T23:32:44.000-05:00;27.48
EQ-06;2024-06-10T08:44:09.000-05:00;23.62
EQ-75;2023-08-29T23:07:55.000-05:00;20.65
EQ-79;2023-04-20T00:13:28.000-05:00;27.6
EQ-38;2023-09-12T07:18:56.000-05:00;30.87
EQ-34;2023-10-22T06:35:08.000-05:00;36.84
EQ-24;2023-02-07T08:30:21.000-05:00;27.74
EQ-90;2023-05-18T21:58:04.000-05:00;22.23
EQ-78;2023-12-17T23:48:06.000-05:00;21.27
EQ-73;2024-03-21T18:48:35.000-05:00;39.12
EQ-27;2023-06-24T15:46:44.000-05:00;32.89
EQ-93;2023-12-31T03:16:59.000-05:00;27.12
EQ-01;2024-04-10T19:48:10.000-05:00;21.27
EQ-28;2023-06-21T02:47:24.000-05:00;36.09
EQ-29;2024-07-29T04:52:01.000-05:00;33.23
EQ-64;2023-12-27T00:29:24.000-05:00;20.97
EQ-90;2024-06-07T04:35:28.000-05:00;34.55
EQ-73;2024-03-17T20:57:37.000-05:00;25.52
EQ-88;2023-08-12T18:23:45.000-05:00;24.37
EQ-19;2024-06-30T11:51:17.000-05:00;27.54
EQ-09;2024-05-02T16:33:57.000-05:00;25.81
EQ-50;2023-12-26T01:55:11.000-05:00;35.18
EQ-14;2023-06-11T17:20:04.000-05:00;37.0
EQ-54;2024-01-08T08:47:50.000-05:00;39.35
EQ-22;2023-10-15T02:23:46.000-05:00;29.25
EQ-43;2024-01-18T11:17:16.000-05:00;37.86
EQ-78;2024-05-26T23:28:32.000-05:00;33.35
EQ-42;2024-08-27T18:33:42.000-05:00;34.79
EQ-73;2023-05-27T15:04:00.000-05:00;27.42
EQ-62;2024-02-22T23:02:45.000-05:00;26.07
EQ-59;2024-02-05T07:57:29.000-05:00;27.63
EQ-19;2024-05-02T17:49:07.000-05:00;24.38
EQ-08;2024-03-30T00:22:10.000-05:00;35.96
EQ-78;2023-05-23T21:46:27.000-05:00;30.37
EQ-55;2023-06-11T19:08:38.000-05:00;25.72
EQ-02;2023-05-16T20:14:24.000-05:00;24.3
EQ-17;2023-09-08T07:18:14.000-05:00;29.15
EQ-67;2024-05-18T03:02:35.000-05:00;21.75
EQ-56;2023-05-09T18:50:45.000-05:00;22.73
EQ-67;2024-06-14T19:26:12.000-05:00;27.31
EQ-43;2024-04-16T20:09:16.000-05:00;32.26
EQ-50;2024-03-18T03:58:59.000-05:00;26.94
EQ-24;2023-03-14T20:59:21.000-05:00;20.19
EQ-74;2023-03-17T00:44:55.000-05:00;27.02
EQ-30;2024-03-07T05:51:44.000-05:00;24.81
EQ-81;2023-07-26T11:41:43.000-05:00;29.54
EQ-12;2024-01-07T11:04:01.000-05:00;31.87
EQ-57;2024-07-28T14:16:38.000-05:00;34.22
EQ-18;2023-02-04T10:35:39.000-05:00;31.0
EQ-17;2023-04-02T13:28:50.000-05:00;26.26
EQ-21;2024-05-03T00:00:18.000-05:00;32.59
EQ-91;2023-11-08T10:37:14.000-05:00;33.38
EQ-39;2024-01-20T01:15:43.000-05:00;25.82
EQ-59;2024-09-13T12:40:53.000-05:00;33.11
EQ-24;2023-03-02T17:07:18.000-05:00;29.39
EQ-07;2024-05-22T04:04:54.000-05:00;23.88
EQ-94;2023-01-12T13:25:36.000-05:00;33.16
EQ-73;2023-08-03T13:11:45.000-05:00;28.36
EQ-58;2024-03-14T05:53:22.000-05:00;27.34
EQ-61;2023-07-02T13:54:38.000-05:00;25.39
EQ-51;2023-05-26T05:28:58.000-05:00;27.84
EQ-30;2024-02-26T13:33:02.000-05:00;20.21
EQ-02;2024-05-13T18:53:24.000-05:00;39.16
EQ-27;2024-08-19T09:19:38.000-05:00;31.71
EQ-09;2023-07-23T14:15:49.000-05:00;35.82
EQ-53;2023-07-04T13:19:44.000-05:00;35.33
EQ-34;2024-09-25T10:55:22.000-05:00;35.67
EQ-52;2023-04-16T12:18:41.000-05:00;23.82
EQ-32;2024-04-27T14:25:47.000-05:00;37.09
EQ-48;2023-04-17T15:22:58.000-05:00;22.58
EQ-03;2023-02-14T03:32:55.000-05:00;28.45
EQ-18;2023-10-29T06:55:01.000-05:00;30.53
EQ-89;2024-04-30T23:25:03.000-05:00;20.05
EQ-43;2023-10-30T04:34:24.000-05:00;38.33
EQ-10;2023-01-24T06:28:40.000-05:00;33.87
EQ-26;2023-05-18T02:53:52.000-05:00;20.43
EQ-51;2024-02-27T23:23:25.000-05:00;35.59
EQ-27;2023-08-08T04:20:02.000-05:00;29.27
EQ-01;2023-04-15T17:54:56.000-05:00;33.28
EQ-28;2024-03-05T05:09:05.000-05:00;34.18
EQ-89;2023-11-09T18:20:29.000-05:00;24.38
EQ-08;2023-02-28T05:26:51.000-05:00;38.4
EQ-26;2024-07-06T10:16:33.000-05:00;34.96
EQ-28;2023-03-03T13:13:52.000-05:00;32.55
EQ-15;2023-05-01T07:38:23.000-05:00;38.06
EQ-65;2024-09-03T17:11:37.000-05:00;38.64
EQ-17;2024-01-09T21:00:01.000-05:00;32.21
EQ-85;2023-02-14T12:11:37.000-05:00;37.7
EQ-73;2023-03-29T03:16:01.000-05:00;25.32
EQ-30;2023-10-12T09:34:58.000-05:00;23.81
EQ-55;2024-07-02T11:35:51.000-05:00;27.97
EQ-88;2023-02-18T17:52:31.000-05:00;31.24
EQ-87;2024-09-22T16:12:42.000-05:00;39.67
EQ-60;2024-02-12T00:58:32.000-05:00;35.61
EQ-78;2024-07-12T16:21:18.000-05:00;34.27
EQ-36;2023-02-13T21:42:35.000-05:00;39.55
EQ-43;2024-02-29T02:32:22.000-05:00;33.94
EQ-31;2024-09-26T06:53:57.000-05:00;31.95
EQ-19;2023-12-17T12:02:51.000-05:00;33.34
EQ-40;2023-11-28T22:41:35.000-05:00;39.45
EQ-62;2023-08-21T04:53:23.000-05:00;37.21
EQ-93;2024-04-19T00:36:34.000-05:00;28.43
EQ-08;2024-07-05T06:47:24.000-05:00;36.52
EQ-31;2024-03-15T19:53:58.000-05:00;39.64
EQ-53;2023-01-25T04:21:09.000-05:00;29.8
EQ-27;2024-03-07T12:27:16.000-05:00;27.09
EQ-20;2023-06-29T04:31:12.000-05:00;37.81
EQ-65;2023-08-04T07:23:30.000-05:00;35.0
EQ-39;2023-09-16T02:08:40.000-05:00;22.57
EQ-08;2024-06-26T19:31:59.000-05:00;24.22
EQ-06;2023-03-15T12:08:21.000-05:00;28.71
EQ-55;2024-06-07T00:00:04.000-05:00;36.79
EQ-76;2024-06-03T11:42:38.000-05:00;35.11
EQ-05;2023-04-15T10:16:42.000-05:00;32.27
EQ-93;2024-03-07T01:59:24.000-05:00;24.92
EQ-89;2023-11-20T21:47:15.000-05:00;21.39
EQ-76;2024-05-31T01:13:54.000-05:00;30.41
EQ-39;2024-07-07T13:39:10.000-05:00;27.37
EQ-04;2023-09-19T09:45:21.000-05:00;24.23
EQ-09;2024-08-23T04:52:32.000-05:00;24.74
EQ-86;2023-01-30T20:26:06.000-05:00;22.93
EQ-73;2023-07-04T10:59:05.000-05:00;34.81
EQ-66;2024-02-01T12:47:47.000-05:00;22.74
EQ-67;2023-11-11T20:47:51.000-05:00;37.61
EQ-75;2024-05-28T20:11:35.000-05:00;35.99
EQ-89;2023-05-24T22:52:22.000-05:00;20.89
EQ-12;2024-09-05T08:21:38.000-05:00;20.51
EQ-41;2024-06-13T15:32:48.000-05:00;20.95
EQ-63;2024-03-25T13:59:41.000-05:00;25.37
EQ-08;2023-03-25T07:42:52.000-05:00;25.81
EQ-58;2023-08-19T00:12:39.000-05:00;31.12
EQ-25;2024-05-19T18:16:53.000-05:00;37.11
EQ-64;2024-06-04T14:47:10.000-05:00;24.32
EQ-56;2023-08-04T02:46:11.000-05:00;32.06
EQ-92;2024-06-30T14:43:47.000-05:00;37.84
EQ-13;2023-01-31T23:06:21.000-05:00;21.3
EQ-77;2024-01-06T08:18:24.000-05:00;35.92
EQ-06;2023-05-17T20:18:33.000-05:00;24.6
EQ-91;2023-09-18T20:27:48.000-05:00;39.18
EQ-12;2024-05-29T14:55:07.000-05:00;38.81
EQ-37;2023-10-18T07:48:46.000-05:00;39.51
EQ-28;2023-08-08T10:57:44.000-05:00;24.74
EQ-03;2023-03-14T17:35:06.000-05:00;32.26
EQ-40;2023-09-26T21:36:09.000-05:00;33.94
EQ-51;2024-03-14T16:54:03.000-05:00;24.14
EQ-98;2023-11-07T07:33:51.000-05:00;38.31
EQ-56;2023-05-10T02:29:57.000-05:00;25.78
EQ-42;2024-09-11T04:43:35.000-05:00;22.49
EQ-84;2023-03-21T16:22:59.000-05:00;27.65
EQ-84;2023-01-09T19:26:26.000-05:00;27.97
EQ-62;2024-04-05T23:09:03.000-05:00;27.72
EQ-39;2023-01-22T05:52:22.000-05:00;25.15
EQ-58;2024-06-04T05:31:37.000-05:00;21.24
EQ-23;2024-04-18T03:26:33.000-05:00;35.3
EQ-06;2023-10-01T01:33:27.000-05:00;29.19
EQ-18;2023-08-11T12:57:02.000-05:00;22.04
EQ-21;2023-12-27T10:25:32.000-05:00;29.69
EQ-40;2023-03-19T07:18:22.000-05:00;35.36
EQ-98;2024-04-05T15:00:50.000-05:00;35.99
EQ-19;2023-05-29T08:05:05.000-05:00;25.94
EQ-89;2024-04-14T02:31:40.000-05:00;25.39
EQ-30;2024-03-09T04:55:37.000-05:00;31.22
EQ-64;2023-02-22T21:17:53.000-05:00;37.52
EQ-49;2023-03-27T15:13:58.000-05:00;34.07
EQ-35;2023-10-03T07:21:20.000-05:00;37.24
EQ-69;2024-03-29T16:21:16.000-05:00;33.06
EQ-61;2024-05-20T00:04:08.000-05:00;21.77
EQ-89;2024-02-20T10:55:10.000-05:00;34.98
EQ-77;2023-02-26T14:36:48.000-05:00;22.6
EQ-66;2024-07-10T03:08:53.000-05:00;28.69
EQ-53;2023-09-19T03:04:09.000-05:00;26.63
EQ-32;2024-06-17T18:15:13.000-05:00;39.28
EQ-10;2023-04-04T10:10:45.000-05:00;30.25
EQ-36;2024-02-09T20:09:30.000-05:00;35.86
EQ-47;2023-09-18T12:34:17.000-05:00;23.96
EQ-32;2023-10-09T09:19:38.000-05:00;30.92
EQ-92;2023-06-19T21:17:54.000-05:00;27.06
EQ-35;2023-07-18T10:56:43.000-05:00;39.49
EQ-61;2023-08-07T09:06:21.000-05:00;28.96
EQ-26;2023-05-17T06:34:49.000-05:00;25.16
EQ-85;2023-11-06T13:10:34.000-05:00;36.57
EQ-64;2024-04-09T00:53:48.000-05:00;22.74
EQ-37;2024-07-10T20:33:29.000-05:00;22.59
EQ-45;2023-04-28T21:58:59.000-05:00;21.8
EQ-94;2024-04-25T12:22:01.000-05:00;33.08
EQ-28;2024-04-11T10:52:18.000-05:00;32.11
EQ-47;2024-03-31T08:03:45.000-05:00;35.53
EQ-02;2023-07-05T00:22:30.000-05:00;24.83
EQ-85;2023-11-28T22:31:22.000-05:00;35.86
EQ-65;2024-07-19T03:42:20.000-05:00;27.92
EQ-09;2024-02-17T20:27:02.000-05:00;34.41
EQ-26;2024-03-15T20:01:17.000-05:00;34.16
EQ-87;2024-05-21T09:50:47.000-05:00;28.07
EQ-58;2023-10-20T09:06:46.000-05:00;26.58
EQ-47;2023-10-29T05:42:05.000-05:00;32.9
EQ-88;2024-09-25T10:10:18.000-05:00;24.9
EQ-44;2023-09-21T08:30:02.000-05:00;38.15
EQ-87;2024-07-17T16:25:41.000-05:00;31.6
EQ-09;2024-07-03T12:44:56.000-05:00;36.5
EQ-12;2023-07-10T11:43:27.000-05:00;35.22
EQ-63;2023-06-07T02:13:44.000-05:00;38.26
EQ-44;2023-01-05T08:56:12.000-05:00;29.2
EQ-10;2023-04-11T07:07:59.000-05:00;38.55
EQ-63;2023-10-17T05:01:19.000-05:00;29.18
EQ-41;2023-10-22T05:28:39.000-05:00;32.77
EQ-87;2023-01-08T15:32:50.000-05:00;31.41
EQ-35;2023-01-22T20:07:58.000-05:00;27.19
EQ-50;2023-06-21T18:59:33.000-05:00;24.22
EQ-52;2024-09-13T19:11:13.000-05:00;23.44
EQ-61;2023-09-25T07:33:53.000-05:00;31.8
EQ-70;2023-02-23T09:13:20.000-05:00;20.78
EQ-78;2024-07-29T10:14:27.000-05:00;30.0
EQ-78;2023-02-14T09:45:44.000-05:00;36.69
EQ-59;2023-04-18T04:02:54.000-05:00;27.28
EQ-93;2023-11-21T15:11:05.000-05:00;33.41
EQ-97;2023-11-11T03:53:04.000-05:00;35.72
EQ-09;2023-07-02T13:11:47.000-05:00;23.48
EQ-68;2024-02-08T09:33:48.000-05:00;32.64
EQ-07;2024-03-19T09:47:27.000-05:00;24.97
EQ-02;2024-07-10T09:41:58.000-05:00;24.6
EQ-77;2023-12-14T07:46:39.000-05:00;25.73
EQ-80;2023-06-16T00:20:27.000-05:00;29.84
EQ-58;2023-06-19T23:23:38.000-05:00;37.27
EQ-32;2023-10-08T03:19:41.000-05:00;36.64
EQ-07;2023-09-01T14:22:43.000-05:00;27.59
EQ-33;2023-01-13T09:34:06.000-05:00;21.83
EQ-62;2023-10-05T02:35:15.000-05:00;24.33
EQ-20;2023-10-24T16:02:19.000-05:00;28.6
EQ-32;2023-09-29T04:11:11.000-05:00;32.29
EQ-32;2023-07-10T18:07:30.000-05:00;25.95
EQ-58;2024-01-14T13:57:42.000-05:00;22.49
EQ-59;2024-07-15T13:31:14.000-05:00;20.03
EQ-23;2024-02-03T04:37:46.000-05:00;24.03
EQ-11;2023-04-07T15:02:02.000-05:00;27.51
EQ-73;2024-03-11T15:30:58.000-05:00;26.87
EQ-76;2023-05-29T12:39:47.000-05:00;32.49
EQ-51;2023-01-18T18:44:23.000-05:00;31.13
EQ-14;2024-05-03T04:27:41.000-05:00;29.06
EQ-04;2024-06-07T12:17:04.000-05:00;31.61
EQ-38;2024-06-29T17:42:49.000-05:00;22.19
EQ-92;2024-05-14T01:28:51.000-05:00;30.98
EQ-64;2024-06-09T18:30:25.000-05:00;31.45
EQ-42;2023-10-22T14:04:02.000-05:00;37.49
EQ-52;2023-03-09T12:15:18.000-05:00;21.49
EQ-72;2024-08-12T11:20:50.000-05:00;23.51
EQ-27;2023-03-24T03:58:32.000-05:00;27.45
EQ-60;2023-09-17T19:03:27.000-05:00;27.39
EQ-72;2024-02-05T19:00:09.000-05:00;25.59
EQ-47;2023-09-02T10:20:02.000-05:00;37.27
EQ-97;2023-08-06T20:42:06.000-05:00;34.92
EQ-23;2024-09-24T05:09:44.000-05:00;24.8
EQ-43;2023-07-29T20:34:03.000-05:00;38.34
EQ-28;2023-03-30T18:17:02.000-05:00;31.15
EQ-33;2024-07-01T21:36:42.000-05:00;26.43
EQ-64;2024-08-19T16:36:47.000-05:00;35.48
EQ-33;2024-01-26T05:31:42.000-05:00;38.19
EQ-57;2023-07-30T05:09:43.000-05:00;22.67
EQ-09;2023-07-04T00:48:59.000-05:00;36.61
EQ-67;2023-10-21T01:19:14.000-05:00;35.98
EQ-96;2024-09-10T12:08:28.000-05:00;25.63
EQ-62;2023-08-29T13:26:31.000-05:00;39.85
EQ-67;2023-10-16T09:28:01.000-05:00;22.19
EQ-03;2023-06-10T21:39:27.000-05:00;26.0
EQ-84;2023-02-09T01:45:15.000-05:00;34.67
EQ-49;2024-09-14T13:41:23.000-05:00;39.83
EQ-60;2024-01-25T20:09:40.000-05:00;25.58
EQ-04;2024-07-23T00:43:15.000-05:00;33.61
EQ-66;2023-04-22T01:34:26.000-05:00;23.59
EQ-53;2023-03-04T01:39:56.000-05:00;22.75
EQ-10;2024-05-24T12:20:03.000-05:00;26.29
EQ-50;2024-02-18T02:35:02.000-05:00;26.01
EQ-89;2023-10-03T06:40:11.000-05:00;33.51
EQ-92;2024-03-06T04:27:01.000-05:00;23.16
EQ-07;2023-12-14T07:11:39.000-05:00;21.46
EQ-03;2023-09-09T10:21:53.000-05:00;22.07
EQ-44;2024-07-22T20:23:03.000-05:00;29.24
EQ-19;2023-11-05T12:45:13.000-05:00;34.14
EQ-23;2024-09-25T06:21:14.000-05:00;37.0
EQ-98;2024-08-27T04:53:43.000-05:00;36.23
EQ-38;2024-06-01T09:31:58.000-05:00;31.0
EQ-77;2023-07-12T10:52:06.000-05:00;26.32
EQ-96;2024-07-11T15:01:46.000-05:00;35.5
EQ-73;2024-02-06T12:39:57.000-05:00;33.81
EQ-97;2023-09-14T19:39:54.000-05:00;23.57
EQ-27;2024-05-16T14:52:02.000-05:00;37.8
EQ-48;2024-05-23T21:25:10.000-05:00;24.26
EQ-01;2023-11-12T10:05:02.000-05:00;33.55
EQ-66;2023-05-16T00:06:33.000-05:00;31.48
EQ-08;2024-08-31T18:01:21.000-05:00;26.26
EQ-18;2023-01-17T08:31:47.000-05:00;33.44
EQ-14;2024-09-10T23:20:39.000-05:00;25.42
EQ-71;2023-03-29T23:57:42.000-05:00;27.83
EQ-68;2024-07-12T22:07:48.000-05:00;27.09
EQ-19;2024-01-23T19:14:50.000-05:00;34.55
EQ-57;2024-03-22T04:41:49.000-05:00;34.38
EQ-85;2023-03-23T12:56:15.000-05:00;36.02
EQ-87;2024-06-01T12:53:24.000-05:00;30.74
EQ-52;2023-02-22T06:30:56.000-05:00;39.46
EQ-82;2024-02-07T01:45:54.000-05:00;35.01
EQ-80;2023-02-28T07:18:43.000-05:00;27.05
EQ-29;2024-03-05T12:39:22.000-05:00;37.51
EQ-18;2023-03-15T19:57:08.000-05:00;38.42
EQ-70;2024-02-11T00:27:26.000-05:00;28.11
EQ-45;2023-02-23T22:16:45.000-05:00;35.64
EQ-14;2024-08-22T11:06:03.000-05:00;39.35
EQ-24;2023-07-06T23:21:12.000-05:00;22.91
EQ-37;2023-06-06T03:02:59.000-05:00;21.51
EQ-43;2024-07-23T02:53:39.000-05:00;30.56
EQ-31;2023-05-04T21:01:39.000-05:00;34.33
EQ-32;2023-04-20T10:17:00.000-05:00;33.02
EQ-88;2023-08-17T13:51:25.000-05:00;35.59
EQ-02;2023-11-22T16:23:29.000-05:00;24.28
EQ-62;2023-10-13T07:40:03.000-05:00;33.53
EQ-77;2023-01-31T13:46:27.000-05:00;29.01
